dataset,seed,generation,agent_id,utility,fidelity,normdcr,mia_auc,mia_adv,class_kl,params,guard_failed,fitness,selected_by,privacy_gate_count,relaxed_gate_count,total_candidates,mia_thr,normdcr_thr,relaxed_mia_thr,relaxed_normdcr_thr,utility_floor,pass_rate,n_passing,n_candidates,selected_agent_id,selected
breast_cancer,3000,1,g1_a5,0.3558201058201058,0.0164944348855781,13.919972989894385,0.4228654970760234,0.1542690058479532,0.0,"{'device': 'cuda', 'timesteps': 214, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 128, 'epochs': 50, 'include_label': False, 'seed': 3000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'num_layers': 2, 'time_embed_dim': 50, 'agent_id': 'g1_a5'}",False,0.2854408713804787,privacy_gate,4,4,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.6666666666666666,4.0,6.0,g2_a5,False
breast_cancer,3000,2,g0_a5,0.1335978835978836,0.0160647485383348,12.280534055193115,0.4523976608187133,0.0952046783625732,0.0,"{'device': 'cuda', 'timesteps': 200, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 158, 'epochs': 50, 'include_label': False, 'seed': 3000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'time_embed_dim': 69, 'lr': 0.0016357702194172478, 'agent_id': 'g0_a5'}",False,0.2398026308655532,privacy_gate,4,4,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.6666666666666666,4.0,6.0,g2_a5,False
breast_cancer,3000,2,g0_a1,0.7037037037037037,0.0353252125888552,14.170688073537123,0.5423391812865498,0.0846783625730995,0.0,"{'device': 'cuda', 'timesteps': 228, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 97, 'epochs': 50, 'include_label': False, 'seed': 3000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'time_embed_dim': 76, 'lr': 0.0019093859005587532, 'agent_id': 'g0_a1'}",False,1.9222171618041608,privacy_gate,4,4,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.6666666666666666,4.0,6.0,g2_a5,False
breast_cancer,3000,2,g0_a0,0.0317460317460317,0.0166812347420247,13.867984129152706,0.4439181286549707,0.1121637426900584,0.0,"{'device': 'cuda', 'timesteps': 192, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 128, 'epochs': 50, 'include_label': False, 'seed': 3000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'num_layers': 2, 'time_embed_dim': 55, 'agent_id': 'g0_a0'}",False,0.069274735680722,privacy_gate,4,4,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.6666666666666666,4.0,6.0,g2_a5,False
breast_cancer,3000,2,g2_a3,0.7063492063492064,0.0234556586372984,13.232370474705538,0.5286549707602339,0.0573099415204678,0.0,"{'device': 'cuda', 'timesteps': 276, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 97, 'epochs': 50, 'include_label': False, 'seed': 3000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'time_embed_dim': 60, 'lr': 0.001121283604553358, 'agent_id': 'g2_a3', 'num_layers': 4}",False,1.464396882219532,privacy_gate,4,4,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.6666666666666666,4.0,6.0,g2_a5,False
breast_cancer,3000,2,g2_a4,0.8544973544973545,0.0174004585273196,14.765870673097057,0.5358479532163744,0.0716959064327487,0.0,"{'device': 'cuda', 'timesteps': 228, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 68, 'epochs': 50, 'include_label': False, 'seed': 3000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'time_embed_dim': 85, 'lr': 0.0019093859005587532, 'agent_id': 'g2_a4', 'hidden_dim': 107}",False,1.2671202955917589,privacy_gate,4,4,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.6666666666666666,4.0,6.0,g2_a5,False
breast_cancer,3000,2,g2_a5,0.8822751322751323,0.0152935466493516,14.376048987966712,0.495906432748538,0.0081871345029239,0.0,"{'device': 'cuda', 'timesteps': 200, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 158, 'epochs': 50, 'include_label': False, 'seed': 3000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'time_embed_dim': 69, 'lr': 0.0016455951196709152, 'agent_id': 'g2_a5'}",False,1.499999988242613,privacy_gate,4,4,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.6666666666666666,4.0,6.0,g2_a5,True
breast_cancer,4000,0,g0_a0,0.8201058201058202,0.0173147547457632,14.252178559814718,0.5417543859649123,0.0835087719298246,0.0,"{'device': 'cuda', 'timesteps': 234, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 114, 'epochs': 50, 'include_label': False, 'seed': 4000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'time_embed_dim': 73, 'agent_id': 'g0_a0'}",False,1.2192371182128503,privacy_gate,2,2,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.3333333333333333,2.0,6.0,g0_a0,True
breast_cancer,4000,0,g0_a1,0.7645502645502645,0.0167317789192236,13.64173270756134,0.4534502923976608,0.0930994152046783,0.0,"{'device': 'cuda', 'timesteps': 202, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 148, 'epochs': 50, 'include_label': False, 'seed': 4000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'time_embed_dim': 61, 'lr': 0.0009468658574877744, 'agent_id': 'g0_a1'}",False,0.8033959448132882,privacy_gate,2,2,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.3333333333333333,2.0,6.0,g0_a0,False
breast_cancer,4000,0,g0_a2,0.888888888888889,0.019227009584995,14.265149219814743,0.5184795321637428,0.0369590643274855,0.0,"{'device': 'cuda', 'timesteps': 200, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 128, 'epochs': 50, 'include_label': False, 'seed': 4000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'lr': 0.0010369936963139828, 'agent_id': 'g0_a2'}",False,2.4999960380568464,privacy_gate,2,2,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.3333333333333333,2.0,6.0,g0_a0,False
breast_cancer,4000,0,g0_a3,0.6838624338624338,0.0166910276993683,13.598761090459194,0.4658479532163743,0.0683040935672514,0.0,"{'device': 'cuda', 'timesteps': 200, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 118, 'epochs': 50, 'include_label': False, 'seed': 4000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'agent_id': 'g0_a3'}",False,0.8483366679579314,privacy_gate,2,2,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.3333333333333333,2.0,6.0,g0_a0,False
breast_cancer,4000,0,g0_a4,0.3544973544973545,0.0181169417059202,13.556743764827518,0.4522807017543859,0.0954385964912281,0.0,"{'device': 'cuda', 'timesteps': 200, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 148, 'epochs': 50, 'include_label': False, 'seed': 4000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'time_embed_dim': 61, 'agent_id': 'g0_a4'}",False,0.5622708146113842,privacy_gate,2,2,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.3333333333333333,2.0,6.0,g0_a0,False
breast_cancer,4000,0,g0_a5,0.8425925925925926,0.0167598607202823,13.652916333975426,0.4683625730994152,0.0632748538011696,0.0,"{'device': 'cuda', 'timesteps': 200, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 98, 'epochs': 50, 'include_label': False, 'seed': 4000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'time_embed_dim': 69, 'agent_id': 'g0_a5'}",False,1.2155088032685164,privacy_gate,2,2,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.3333333333333333,2.0,6.0,g0_a0,False
breast_cancer,4000,1,g0_a2,0.7843915343915344,0.0247137439055668,13.855708397875942,0.4722807017543859,0.055438596491228,0.0,"{'device': 'cuda', 'timesteps': 200, 'schedule': 'cosine', 'beta_scale': 0.9, 'dropout': 0.1, 'cont_scale': 1.0, 'batch_size': 128, 'epochs': 50, 'include_label': False, 'seed': 4000, 'lambda_cat': 0.3, 'feature_weights_cont': [0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.762241244316101, 0.5896736979484558, 0.5896736979484558, 0.6065970659255981, 0.8480550050735474, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 2.3586947917938232, 1.281867504119873, 0.7177563309669495, 2.3586947917938232, 2.3586947917938232, 2.3586947917938232, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.0620269775390625, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 0.5896736979484558, 1.3138551712036133], 'feature_weights_cat': [], 'continuous_idx': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'categorical_idx': [], 'categorical_cardinalities': [], 'feature_alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'feature_gamma': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32), 'lr': 0.0010369936963139828, 'agent_id': 'g0_a2'}",False,1.857967239085171,privacy_gate,2,2,6,0.55,1.0,0.58,0.95,0.6656281407035176,0.3333333333333333,2.0,6.0,g0_a0,False
