run_tag,dataset,method,epsilon,seed,dcr_q,norm_dcr,mia_auc,alpha,q,status,fallback_used,notes
POP6_SEEDED_20260321,heart,privbayes_eps5,5.0,2,1.9342497803854184,4.660656124251186,0.47619047619047616,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps10,10.0,2,1.8771764065926766,4.5231354318379156,0.47050754458161864,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,madifft,,3,3.863062375442527,9.308211121979806,0.52400548696845,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps0.1,0.1,3,2.097847636383374,5.054852032764772,0.5800509504213208,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps0.2,0.2,3,2.0790180215294556,5.0094812845418,0.5784832451499118,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps0.5,0.5,3,2.224286575651578,5.359511969976583,0.512835586909661,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps1,1.0,3,1.9536830450842944,4.707481392141336,0.5502645502645503,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps2,2.0,3,1.89089084917466,4.556180957528851,0.5159709974524789,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps5,5.0,3,1.872507590964163,4.511885724394394,0.5269449343523418,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps10,10.0,3,1.8913463367181775,4.557278473904834,0.5247893396041545,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,madifft,,4,3.2570452501448264,7.847987393347907,0.44836370762296696,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps0.1,0.1,4,1.8915820303279722,4.55784638756163,0.48579267097785617,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps0.2,0.2,4,2.0267233572511594,4.883475093508015,0.5322359396433471,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps0.5,0.5,4,1.9786280607470565,4.767587455586269,0.4995100921026847,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps1,1.0,4,1.9455518793030848,4.687889006514726,0.5153831079757005,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps2,2.0,4,1.9316904107681998,4.65448921561215,0.4454242602390751,0.5,0.01,success,,"Samples: real(189), syn(189)"
POP6_SEEDED_20260321,heart,privbayes_eps5,5.0,4,1.8870619581952266,4.546955083821459,0.5034293552812071,0.5,0.01,success,,"Samples: real(189), syn(189)"
