dataset,method,seed,fpr,tpr
breast_cancer,tabddpm_single,2,0.666667,0.64
breast_cancer,tabddpm_single,2,0.684211,0.64
breast_cancer,tabddpm_single,2,0.684211,0.646667
breast_cancer,tabddpm_single,2,0.701754,0.646667
breast_cancer,tabddpm_single,2,0.701754,0.703333
breast_cancer,tabddpm_single,2,0.719298,0.703333
breast_cancer,tabddpm_single,2,0.719298,0.713333
breast_cancer,tabddpm_single,2,0.736842,0.713333
breast_cancer,tabddpm_single,2,0.736842,0.733333
breast_cancer,tabddpm_single,2,0.754386,0.733333
breast_cancer,tabddpm_single,2,0.754386,0.826667
breast_cancer,tabddpm_single,2,0.77193,0.826667
breast_cancer,tabddpm_single,2,0.77193,0.86
breast_cancer,tabddpm_single,2,0.789474,0.86
breast_cancer,tabddpm_single,2,0.789474,0.866667
breast_cancer,tabddpm_single,2,0.807018,0.866667
breast_cancer,tabddpm_single,2,0.807018,0.87
breast_cancer,tabddpm_single,2,0.824561,0.87
breast_cancer,tabddpm_single,2,0.824561,0.876667
breast_cancer,tabddpm_single,2,0.842105,0.876667
breast_cancer,tabddpm_single,2,0.842105,0.94
breast_cancer,tabddpm_single,2,0.859649,0.94
breast_cancer,tabddpm_single,2,0.859649,0.943333
breast_cancer,tabddpm_single,2,0.877193,0.943333
breast_cancer,tabddpm_single,2,0.877193,0.973333
breast_cancer,tabddpm_single,2,0.912281,0.973333
breast_cancer,tabddpm_single,2,0.912281,0.983333
breast_cancer,tabddpm_single,2,0.929825,0.983333
breast_cancer,tabddpm_single,2,0.929825,0.986667
breast_cancer,tabddpm_single,2,0.947368,0.986667
breast_cancer,tabddpm_single,2,0.947368,0.993333
breast_cancer,tabddpm_single,2,0.964912,0.993333
breast_cancer,tabddpm_single,2,0.964912,1.0
breast_cancer,tabddpm_single,2,1.0,1.0
breast_cancer,tabddpm_single,3,0.0,0.0
breast_cancer,tabddpm_single,3,0.0,0.003333
breast_cancer,tabddpm_single,3,0.0,0.086667
breast_cancer,tabddpm_single,3,0.017544,0.086667
breast_cancer,tabddpm_single,3,0.017544,0.106667
breast_cancer,tabddpm_single,3,0.035088,0.106667
breast_cancer,tabddpm_single,3,0.035088,0.133333
breast_cancer,tabddpm_single,3,0.052632,0.133333
breast_cancer,tabddpm_single,3,0.052632,0.143333
breast_cancer,tabddpm_single,3,0.087719,0.143333
breast_cancer,tabddpm_single,3,0.087719,0.146667
breast_cancer,tabddpm_single,3,0.105263,0.146667
breast_cancer,tabddpm_single,3,0.105263,0.153333
breast_cancer,tabddpm_single,3,0.122807,0.153333
breast_cancer,tabddpm_single,3,0.122807,0.2
breast_cancer,tabddpm_single,3,0.140351,0.2
breast_cancer,tabddpm_single,3,0.140351,0.226667
breast_cancer,tabddpm_single,3,0.175439,0.226667
breast_cancer,tabddpm_single,3,0.175439,0.24
breast_cancer,tabddpm_single,3,0.210526,0.24
breast_cancer,tabddpm_single,3,0.210526,0.243333
breast_cancer,tabddpm_single,3,0.22807,0.243333
breast_cancer,tabddpm_single,3,0.22807,0.253333
breast_cancer,tabddpm_single,3,0.245614,0.253333
breast_cancer,tabddpm_single,3,0.245614,0.256667
breast_cancer,tabddpm_single,3,0.263158,0.256667
breast_cancer,tabddpm_single,3,0.263158,0.283333
breast_cancer,tabddpm_single,3,0.280702,0.283333
breast_cancer,tabddpm_single,3,0.280702,0.306667
breast_cancer,tabddpm_single,3,0.298246,0.306667
breast_cancer,tabddpm_single,3,0.298246,0.34
breast_cancer,tabddpm_single,3,0.315789,0.34
breast_cancer,tabddpm_single,3,0.315789,0.373333
breast_cancer,tabddpm_single,3,0.333333,0.373333
breast_cancer,tabddpm_single,3,0.333333,0.383333
breast_cancer,tabddpm_single,3,0.350877,0.383333
breast_cancer,tabddpm_single,3,0.350877,0.386667
breast_cancer,tabddpm_single,3,0.368421,0.386667
breast_cancer,tabddpm_single,3,0.368421,0.39
breast_cancer,tabddpm_single,3,0.385965,0.39
breast_cancer,tabddpm_single,3,0.385965,0.396667
breast_cancer,tabddpm_single,3,0.421053,0.396667
breast_cancer,tabddpm_single,3,0.421053,0.42
breast_cancer,tabddpm_single,3,0.438596,0.42
breast_cancer,tabddpm_single,3,0.438596,0.433333
breast_cancer,tabddpm_single,3,0.45614,0.433333
breast_cancer,tabddpm_single,3,0.45614,0.45
breast_cancer,tabddpm_single,3,0.473684,0.45
breast_cancer,tabddpm_single,3,0.473684,0.47
breast_cancer,tabddpm_single,3,0.491228,0.47
breast_cancer,tabddpm_single,3,0.491228,0.473333
breast_cancer,tabddpm_single,3,0.508772,0.473333
breast_cancer,tabddpm_single,3,0.508772,0.526667
breast_cancer,tabddpm_single,3,0.526316,0.526667
breast_cancer,tabddpm_single,3,0.526316,0.54
breast_cancer,tabddpm_single,3,0.54386,0.54
breast_cancer,tabddpm_single,3,0.54386,0.543333
breast_cancer,tabddpm_single,3,0.561404,0.543333
breast_cancer,tabddpm_single,3,0.561404,0.556667
breast_cancer,tabddpm_single,3,0.596491,0.556667
breast_cancer,tabddpm_single,3,0.596491,0.58
breast_cancer,tabddpm_single,3,0.614035,0.58
breast_cancer,tabddpm_single,3,0.614035,0.583333
breast_cancer,tabddpm_single,3,0.631579,0.583333
breast_cancer,tabddpm_single,3,0.631579,0.596667
breast_cancer,tabddpm_single,3,0.649123,0.596667
breast_cancer,tabddpm_single,3,0.649123,0.603333
breast_cancer,tabddpm_single,3,0.666667,0.603333
breast_cancer,tabddpm_single,3,0.666667,0.61
breast_cancer,tabddpm_single,3,0.684211,0.61
breast_cancer,tabddpm_single,3,0.684211,0.616667
breast_cancer,tabddpm_single,3,0.701754,0.616667
breast_cancer,tabddpm_single,3,0.701754,0.623333
breast_cancer,tabddpm_single,3,0.719298,0.623333
breast_cancer,tabddpm_single,3,0.719298,0.646667
breast_cancer,tabddpm_single,3,0.736842,0.646667
breast_cancer,tabddpm_single,3,0.736842,0.666667
breast_cancer,tabddpm_single,3,0.754386,0.666667
breast_cancer,tabddpm_single,3,0.754386,0.683333
breast_cancer,tabddpm_single,3,0.789474,0.683333
breast_cancer,tabddpm_single,3,0.789474,0.703333
breast_cancer,tabddpm_single,3,0.807018,0.703333
breast_cancer,tabddpm_single,3,0.807018,0.723333
breast_cancer,tabddpm_single,3,0.824561,0.723333
breast_cancer,tabddpm_single,3,0.824561,0.726667
breast_cancer,tabddpm_single,3,0.842105,0.726667
breast_cancer,tabddpm_single,3,0.842105,0.75
breast_cancer,tabddpm_single,3,0.859649,0.75
breast_cancer,tabddpm_single,3,0.859649,0.79
breast_cancer,tabddpm_single,3,0.877193,0.79
breast_cancer,tabddpm_single,3,0.877193,0.803333
breast_cancer,tabddpm_single,3,0.894737,0.803333
breast_cancer,tabddpm_single,3,0.894737,0.846667
breast_cancer,tabddpm_single,3,0.912281,0.846667
breast_cancer,tabddpm_single,3,0.912281,0.853333
breast_cancer,tabddpm_single,3,0.929825,0.853333
breast_cancer,tabddpm_single,3,0.929825,0.946667
breast_cancer,tabddpm_single,3,0.947368,0.946667
breast_cancer,tabddpm_single,3,0.947368,0.963333
breast_cancer,tabddpm_single,3,0.982456,0.963333
breast_cancer,tabddpm_single,3,0.982456,0.983333
breast_cancer,tabddpm_single,3,1.0,0.983333
breast_cancer,tabddpm_single,3,1.0,1.0
breast_cancer,tabddpm_single,4,0.0,0.0
breast_cancer,tabddpm_single,4,0.0,0.003333
breast_cancer,tabddpm_single,4,0.0,0.023333
breast_cancer,tabddpm_single,4,0.017544,0.023333
breast_cancer,tabddpm_single,4,0.017544,0.063333
breast_cancer,tabddpm_single,4,0.035088,0.063333
breast_cancer,tabddpm_single,4,0.035088,0.15
breast_cancer,tabddpm_single,4,0.052632,0.15
breast_cancer,tabddpm_single,4,0.052632,0.156667
breast_cancer,tabddpm_single,4,0.070175,0.156667
breast_cancer,tabddpm_single,4,0.070175,0.17
breast_cancer,tabddpm_single,4,0.087719,0.17
breast_cancer,tabddpm_single,4,0.087719,0.193333
breast_cancer,tabddpm_single,4,0.105263,0.193333
breast_cancer,tabddpm_single,4,0.105263,0.23
breast_cancer,tabddpm_single,4,0.122807,0.23
breast_cancer,tabddpm_single,4,0.122807,0.253333
breast_cancer,tabddpm_single,4,0.157895,0.253333
breast_cancer,tabddpm_single,4,0.157895,0.326667
breast_cancer,tabddpm_single,4,0.192982,0.326667
breast_cancer,tabddpm_single,4,0.192982,0.336667
breast_cancer,tabddpm_single,4,0.210526,0.336667
breast_cancer,tabddpm_single,4,0.210526,0.35
breast_cancer,tabddpm_single,4,0.22807,0.35
breast_cancer,tabddpm_single,4,0.22807,0.363333
breast_cancer,tabddpm_single,4,0.245614,0.363333
breast_cancer,tabddpm_single,4,0.245614,0.376667
breast_cancer,tabddpm_single,4,0.263158,0.376667
breast_cancer,tabddpm_single,4,0.263158,0.383333
breast_cancer,tabddpm_single,4,0.280702,0.383333
breast_cancer,tabddpm_single,4,0.280702,0.393333
breast_cancer,tabddpm_single,4,0.315789,0.393333
breast_cancer,tabddpm_single,4,0.315789,0.4
breast_cancer,tabddpm_single,4,0.350877,0.4
breast_cancer,tabddpm_single,4,0.350877,0.406667
breast_cancer,tabddpm_single,4,0.385965,0.406667
breast_cancer,tabddpm_single,4,0.385965,0.41
breast_cancer,tabddpm_single,4,0.403509,0.41
breast_cancer,tabddpm_single,4,0.403509,0.463333
breast_cancer,tabddpm_single,4,0.421053,0.463333
breast_cancer,tabddpm_single,4,0.421053,0.47
breast_cancer,tabddpm_single,4,0.438596,0.47
breast_cancer,tabddpm_single,4,0.438596,0.473333
breast_cancer,tabddpm_single,4,0.473684,0.473333
breast_cancer,tabddpm_single,4,0.473684,0.496667
breast_cancer,tabddpm_single,4,0.491228,0.496667
breast_cancer,tabddpm_single,4,0.491228,0.503333
breast_cancer,tabddpm_single,4,0.508772,0.503333
breast_cancer,tabddpm_single,4,0.508772,0.516667
breast_cancer,tabddpm_single,4,0.526316,0.516667
breast_cancer,tabddpm_single,4,0.526316,0.55
breast_cancer,tabddpm_single,4,0.54386,0.55
breast_cancer,tabddpm_single,4,0.54386,0.6
breast_cancer,tabddpm_single,4,0.561404,0.6
breast_cancer,tabddpm_single,4,0.561404,0.62
breast_cancer,tabddpm_single,4,0.578947,0.62
breast_cancer,tabddpm_single,4,0.578947,0.64
breast_cancer,tabddpm_single,4,0.596491,0.64
breast_cancer,tabddpm_single,4,0.596491,0.646667
breast_cancer,tabddpm_single,4,0.614035,0.646667
breast_cancer,tabddpm_single,4,0.614035,0.67
breast_cancer,tabddpm_single,4,0.631579,0.67
breast_cancer,tabddpm_single,4,0.631579,0.713333
breast_cancer,tabddpm_single,4,0.649123,0.713333
breast_cancer,tabddpm_single,4,0.649123,0.726667
breast_cancer,tabddpm_single,4,0.666667,0.726667
breast_cancer,tabddpm_single,4,0.666667,0.733333
breast_cancer,tabddpm_single,4,0.684211,0.733333
breast_cancer,tabddpm_single,4,0.684211,0.783333
breast_cancer,tabddpm_single,4,0.719298,0.783333
breast_cancer,tabddpm_single,4,0.719298,0.786667
breast_cancer,tabddpm_single,4,0.736842,0.786667
breast_cancer,tabddpm_single,4,0.736842,0.79
breast_cancer,tabddpm_single,4,0.754386,0.79
breast_cancer,tabddpm_single,4,0.754386,0.803333
breast_cancer,tabddpm_single,4,0.77193,0.803333
breast_cancer,tabddpm_single,4,0.77193,0.833333
breast_cancer,tabddpm_single,4,0.789474,0.833333
breast_cancer,tabddpm_single,4,0.789474,0.866667
breast_cancer,tabddpm_single,4,0.824561,0.866667
breast_cancer,tabddpm_single,4,0.824561,0.87
breast_cancer,tabddpm_single,4,0.859649,0.87
breast_cancer,tabddpm_single,4,0.859649,0.896667
breast_cancer,tabddpm_single,4,0.894737,0.896667
breast_cancer,tabddpm_single,4,0.894737,0.943333
breast_cancer,tabddpm_single,4,0.929825,0.943333
breast_cancer,tabddpm_single,4,0.929825,0.953333
breast_cancer,tabddpm_single,4,0.947368,0.953333
breast_cancer,tabddpm_single,4,0.947368,0.97
breast_cancer,tabddpm_single,4,0.964912,0.97
breast_cancer,tabddpm_single,4,0.964912,0.976667
breast_cancer,tabddpm_single,4,0.982456,0.976667
breast_cancer,tabddpm_single,4,0.982456,0.983333
breast_cancer,tabddpm_single,4,1.0,0.983333
breast_cancer,tabddpm_single,4,1.0,1.0
breast_cancer,madifft,0,0.0,0.0
breast_cancer,madifft,0,0.017544,0.0
breast_cancer,madifft,0,0.017544,0.013333
breast_cancer,madifft,0,0.052632,0.013333
breast_cancer,madifft,0,0.052632,0.036667
breast_cancer,madifft,0,0.070175,0.036667
breast_cancer,madifft,0,0.070175,0.046667
breast_cancer,madifft,0,0.087719,0.046667
breast_cancer,madifft,0,0.087719,0.053333
breast_cancer,madifft,0,0.105263,0.053333
breast_cancer,madifft,0,0.105263,0.056667
breast_cancer,madifft,0,0.122807,0.056667
breast_cancer,madifft,0,0.122807,0.06
breast_cancer,madifft,0,0.140351,0.06
breast_cancer,madifft,0,0.140351,0.076667
breast_cancer,madifft,0,0.157895,0.076667
breast_cancer,madifft,0,0.157895,0.103333
breast_cancer,madifft,0,0.175439,0.103333
breast_cancer,madifft,0,0.175439,0.13
breast_cancer,madifft,0,0.192982,0.13
breast_cancer,madifft,0,0.192982,0.136667
breast_cancer,madifft,0,0.210526,0.136667
breast_cancer,madifft,0,0.210526,0.146667
breast_cancer,madifft,0,0.22807,0.146667
breast_cancer,madifft,0,0.22807,0.15
breast_cancer,madifft,0,0.263158,0.15
breast_cancer,madifft,0,0.263158,0.153333
breast_cancer,madifft,0,0.280702,0.153333
breast_cancer,madifft,0,0.280702,0.163333
breast_cancer,madifft,0,0.298246,0.163333
breast_cancer,madifft,0,0.298246,0.193333
breast_cancer,madifft,0,0.315789,0.193333
breast_cancer,madifft,0,0.315789,0.253333
breast_cancer,madifft,0,0.333333,0.253333
breast_cancer,madifft,0,0.333333,0.26
breast_cancer,madifft,0,0.385965,0.26
breast_cancer,madifft,0,0.385965,0.286667
breast_cancer,madifft,0,0.403509,0.286667
breast_cancer,madifft,0,0.403509,0.323333
breast_cancer,madifft,0,0.421053,0.323333
breast_cancer,madifft,0,0.421053,0.403333
breast_cancer,madifft,0,0.438596,0.403333
breast_cancer,madifft,0,0.438596,0.416667
breast_cancer,madifft,0,0.45614,0.416667
breast_cancer,madifft,0,0.45614,0.423333
breast_cancer,madifft,0,0.473684,0.423333
breast_cancer,madifft,0,0.473684,0.433333
breast_cancer,madifft,0,0.508772,0.433333
breast_cancer,madifft,0,0.508772,0.493333
breast_cancer,madifft,0,0.526316,0.493333
breast_cancer,madifft,0,0.526316,0.526667
breast_cancer,madifft,0,0.54386,0.526667
breast_cancer,madifft,0,0.54386,0.54
breast_cancer,madifft,0,0.561404,0.54
breast_cancer,madifft,0,0.561404,0.56
breast_cancer,madifft,0,0.578947,0.56
breast_cancer,madifft,0,0.578947,0.603333
breast_cancer,madifft,0,0.596491,0.603333
breast_cancer,madifft,0,0.596491,0.633333
breast_cancer,madifft,0,0.614035,0.633333
breast_cancer,madifft,0,0.614035,0.653333
breast_cancer,madifft,0,0.631579,0.653333
breast_cancer,madifft,0,0.631579,0.66
breast_cancer,madifft,0,0.649123,0.66
breast_cancer,madifft,0,0.649123,0.683333
breast_cancer,madifft,0,0.666667,0.683333
breast_cancer,madifft,0,0.666667,0.686667
breast_cancer,madifft,0,0.701754,0.686667
breast_cancer,madifft,0,0.701754,0.703333
breast_cancer,madifft,0,0.719298,0.703333
breast_cancer,madifft,0,0.719298,0.73
breast_cancer,madifft,0,0.736842,0.73
breast_cancer,madifft,0,0.736842,0.81
breast_cancer,madifft,0,0.754386,0.81
breast_cancer,madifft,0,0.754386,0.846667
breast_cancer,madifft,0,0.77193,0.846667
breast_cancer,madifft,0,0.77193,0.85
breast_cancer,madifft,0,0.789474,0.85
breast_cancer,madifft,0,0.789474,0.863333
breast_cancer,madifft,0,0.807018,0.863333
breast_cancer,madifft,0,0.807018,0.876667
breast_cancer,madifft,0,0.824561,0.876667
breast_cancer,madifft,0,0.824561,0.886667
breast_cancer,madifft,0,0.842105,0.886667
breast_cancer,madifft,0,0.842105,0.89
breast_cancer,madifft,0,0.859649,0.89
breast_cancer,madifft,0,0.859649,0.916667
breast_cancer,madifft,0,0.877193,0.916667
breast_cancer,madifft,0,0.877193,0.923333
breast_cancer,madifft,0,0.894737,0.923333
breast_cancer,madifft,0,0.894737,0.943333
breast_cancer,madifft,0,0.912281,0.943333
breast_cancer,madifft,0,0.912281,0.98
breast_cancer,madifft,0,0.929825,0.98
breast_cancer,madifft,0,0.929825,0.983333
breast_cancer,madifft,0,0.964912,0.983333
breast_cancer,madifft,0,0.964912,0.993333
breast_cancer,madifft,0,0.982456,0.993333
breast_cancer,madifft,0,0.982456,0.996667
breast_cancer,madifft,0,1.0,0.996667
breast_cancer,madifft,0,1.0,1.0
breast_cancer,madifft,1,0.0,0.0
breast_cancer,madifft,1,0.0,0.003333
breast_cancer,madifft,1,0.0,0.036667
breast_cancer,madifft,1,0.017544,0.036667
breast_cancer,madifft,1,0.017544,0.06
breast_cancer,madifft,1,0.035088,0.06
breast_cancer,madifft,1,0.035088,0.07
breast_cancer,madifft,1,0.052632,0.07
breast_cancer,madifft,1,0.052632,0.176667
breast_cancer,madifft,1,0.070175,0.176667
breast_cancer,madifft,1,0.070175,0.193333
breast_cancer,madifft,1,0.087719,0.193333
breast_cancer,madifft,1,0.087719,0.21
breast_cancer,madifft,1,0.105263,0.21
breast_cancer,madifft,1,0.105263,0.213333
breast_cancer,madifft,1,0.122807,0.213333
breast_cancer,madifft,1,0.122807,0.233333
breast_cancer,madifft,1,0.140351,0.233333
breast_cancer,madifft,1,0.140351,0.256667
breast_cancer,madifft,1,0.157895,0.256667
breast_cancer,madifft,1,0.157895,0.263333
breast_cancer,madifft,1,0.175439,0.263333
breast_cancer,madifft,1,0.175439,0.283333
breast_cancer,madifft,1,0.192982,0.283333
breast_cancer,madifft,1,0.192982,0.3
breast_cancer,madifft,1,0.210526,0.3
breast_cancer,madifft,1,0.210526,0.303333
breast_cancer,madifft,1,0.245614,0.303333
breast_cancer,madifft,1,0.245614,0.323333
breast_cancer,madifft,1,0.263158,0.323333
breast_cancer,madifft,1,0.263158,0.326667
breast_cancer,madifft,1,0.280702,0.326667
breast_cancer,madifft,1,0.280702,0.343333
breast_cancer,madifft,1,0.298246,0.343333
breast_cancer,madifft,1,0.298246,0.38
breast_cancer,madifft,1,0.315789,0.38
breast_cancer,madifft,1,0.315789,0.39
breast_cancer,madifft,1,0.333333,0.39
breast_cancer,madifft,1,0.333333,0.396667
breast_cancer,madifft,1,0.368421,0.396667
breast_cancer,madifft,1,0.368421,0.41
breast_cancer,madifft,1,0.385965,0.41
breast_cancer,madifft,1,0.385965,0.416667
breast_cancer,madifft,1,0.403509,0.416667
breast_cancer,madifft,1,0.403509,0.44
breast_cancer,madifft,1,0.421053,0.44
breast_cancer,madifft,1,0.421053,0.443333
breast_cancer,madifft,1,0.438596,0.443333
breast_cancer,madifft,1,0.438596,0.46
breast_cancer,madifft,1,0.45614,0.46
breast_cancer,madifft,1,0.45614,0.48
breast_cancer,madifft,1,0.473684,0.48
breast_cancer,madifft,1,0.473684,0.546667
breast_cancer,madifft,1,0.508772,0.546667
breast_cancer,madifft,1,0.508772,0.573333
breast_cancer,madifft,1,0.526316,0.573333
breast_cancer,madifft,1,0.526316,0.586667
breast_cancer,madifft,1,0.54386,0.586667
breast_cancer,madifft,1,0.54386,0.603333
breast_cancer,madifft,1,0.578947,0.603333
breast_cancer,madifft,1,0.578947,0.613333
breast_cancer,madifft,1,0.596491,0.613333
breast_cancer,madifft,1,0.596491,0.636667
breast_cancer,madifft,1,0.614035,0.636667
breast_cancer,madifft,1,0.614035,0.663333
breast_cancer,madifft,1,0.649123,0.663333
breast_cancer,madifft,1,0.649123,0.686667
breast_cancer,madifft,1,0.666667,0.686667
breast_cancer,madifft,1,0.666667,0.693333
breast_cancer,madifft,1,0.684211,0.693333
breast_cancer,madifft,1,0.684211,0.716667
breast_cancer,madifft,1,0.701754,0.716667
breast_cancer,madifft,1,0.701754,0.723333
breast_cancer,madifft,1,0.736842,0.723333
breast_cancer,madifft,1,0.736842,0.73
breast_cancer,madifft,1,0.754386,0.73
breast_cancer,madifft,1,0.754386,0.733333
breast_cancer,madifft,1,0.77193,0.733333
breast_cancer,madifft,1,0.77193,0.746667
breast_cancer,madifft,1,0.789474,0.746667
breast_cancer,madifft,1,0.789474,0.783333
breast_cancer,madifft,1,0.824561,0.783333
breast_cancer,madifft,1,0.824561,0.8
breast_cancer,madifft,1,0.842105,0.8
breast_cancer,madifft,1,0.842105,0.806667
breast_cancer,madifft,1,0.894737,0.806667
breast_cancer,madifft,1,0.894737,0.893333
breast_cancer,madifft,1,0.912281,0.893333
breast_cancer,madifft,1,0.912281,0.9
breast_cancer,madifft,1,0.947368,0.9
breast_cancer,madifft,1,0.947368,0.906667
breast_cancer,madifft,1,0.964912,0.906667
breast_cancer,madifft,1,0.964912,0.936667
breast_cancer,madifft,1,0.982456,0.936667
breast_cancer,madifft,1,0.982456,0.956667
breast_cancer,madifft,1,1.0,0.956667
breast_cancer,madifft,1,1.0,1.0
breast_cancer,madifft,2,0.0,0.0
breast_cancer,madifft,2,0.0,0.003333
breast_cancer,madifft,2,0.0,0.006667
breast_cancer,madifft,2,0.017544,0.006667
breast_cancer,madifft,2,0.017544,0.033333
breast_cancer,madifft,2,0.035088,0.033333
breast_cancer,madifft,2,0.035088,0.103333
breast_cancer,madifft,2,0.052632,0.103333
breast_cancer,madifft,2,0.052632,0.133333
breast_cancer,madifft,2,0.070175,0.133333
breast_cancer,madifft,2,0.070175,0.143333
breast_cancer,madifft,2,0.087719,0.143333
breast_cancer,madifft,2,0.087719,0.15
breast_cancer,madifft,2,0.105263,0.15
breast_cancer,madifft,2,0.105263,0.153333
breast_cancer,madifft,2,0.122807,0.153333
breast_cancer,madifft,2,0.122807,0.156667
breast_cancer,madifft,2,0.157895,0.156667
breast_cancer,madifft,2,0.157895,0.16
breast_cancer,madifft,2,0.175439,0.16
breast_cancer,madifft,2,0.175439,0.176667
breast_cancer,madifft,2,0.210526,0.176667
breast_cancer,madifft,2,0.210526,0.23
breast_cancer,madifft,2,0.245614,0.23
breast_cancer,madifft,2,0.245614,0.246667
breast_cancer,madifft,2,0.263158,0.246667
breast_cancer,madifft,2,0.263158,0.27
breast_cancer,madifft,2,0.280702,0.27
breast_cancer,madifft,2,0.280702,0.273333
breast_cancer,madifft,2,0.298246,0.273333
breast_cancer,madifft,2,0.298246,0.333333
breast_cancer,madifft,2,0.315789,0.333333
breast_cancer,madifft,2,0.315789,0.38
breast_cancer,madifft,2,0.350877,0.38
breast_cancer,madifft,2,0.350877,0.383333
breast_cancer,madifft,2,0.368421,0.383333
breast_cancer,madifft,2,0.368421,0.396667
breast_cancer,madifft,2,0.385965,0.396667
breast_cancer,madifft,2,0.385965,0.413333
breast_cancer,madifft,2,0.403509,0.413333
breast_cancer,madifft,2,0.403509,0.42
breast_cancer,madifft,2,0.421053,0.42
breast_cancer,madifft,2,0.421053,0.423333
breast_cancer,madifft,2,0.438596,0.423333
breast_cancer,madifft,2,0.438596,0.426667
breast_cancer,madifft,2,0.45614,0.426667
breast_cancer,madifft,2,0.45614,0.436667
breast_cancer,madifft,2,0.473684,0.436667
breast_cancer,madifft,2,0.473684,0.446667
breast_cancer,madifft,2,0.491228,0.446667
breast_cancer,madifft,2,0.491228,0.45
breast_cancer,madifft,2,0.526316,0.45
breast_cancer,madifft,2,0.526316,0.46
breast_cancer,madifft,2,0.54386,0.46
breast_cancer,madifft,2,0.54386,0.463333
breast_cancer,madifft,2,0.561404,0.463333
breast_cancer,madifft,2,0.561404,0.47
breast_cancer,madifft,2,0.578947,0.47
breast_cancer,madifft,2,0.578947,0.473333
breast_cancer,madifft,2,0.596491,0.473333
breast_cancer,madifft,2,0.596491,0.526667
breast_cancer,madifft,2,0.614035,0.526667
breast_cancer,madifft,2,0.614035,0.573333
breast_cancer,madifft,2,0.631579,0.573333
breast_cancer,madifft,2,0.631579,0.576667
breast_cancer,madifft,2,0.649123,0.576667
breast_cancer,madifft,2,0.649123,0.673333
breast_cancer,madifft,2,0.666667,0.673333
breast_cancer,madifft,2,0.666667,0.7
breast_cancer,madifft,2,0.684211,0.7
breast_cancer,madifft,2,0.684211,0.716667
breast_cancer,madifft,2,0.701754,0.716667
breast_cancer,madifft,2,0.701754,0.736667
breast_cancer,madifft,2,0.719298,0.736667
breast_cancer,madifft,2,0.719298,0.756667
breast_cancer,madifft,2,0.754386,0.756667
breast_cancer,madifft,2,0.754386,0.796667
breast_cancer,madifft,2,0.77193,0.796667
breast_cancer,madifft,2,0.77193,0.8
breast_cancer,madifft,2,0.789474,0.8
breast_cancer,madifft,2,0.789474,0.846667
breast_cancer,madifft,2,0.807018,0.846667
breast_cancer,madifft,2,0.807018,0.9
breast_cancer,madifft,2,0.824561,0.9
breast_cancer,madifft,2,0.824561,0.916667
breast_cancer,madifft,2,0.859649,0.916667
breast_cancer,madifft,2,0.859649,0.92
breast_cancer,madifft,2,0.877193,0.92
breast_cancer,madifft,2,0.877193,0.94
breast_cancer,madifft,2,0.894737,0.94
breast_cancer,madifft,2,0.894737,0.973333
breast_cancer,madifft,2,0.929825,0.973333
breast_cancer,madifft,2,0.929825,0.976667
breast_cancer,madifft,2,0.947368,0.976667
breast_cancer,madifft,2,0.947368,1.0
breast_cancer,madifft,2,1.0,1.0
breast_cancer,madifft,3,0.0,0.0
breast_cancer,madifft,3,0.0,0.003333
breast_cancer,madifft,3,0.0,0.016667
breast_cancer,madifft,3,0.035088,0.016667
breast_cancer,madifft,3,0.035088,0.07
breast_cancer,madifft,3,0.087719,0.07
breast_cancer,madifft,3,0.087719,0.086667
breast_cancer,madifft,3,0.105263,0.086667
breast_cancer,madifft,3,0.105263,0.136667
breast_cancer,madifft,3,0.122807,0.136667
breast_cancer,madifft,3,0.122807,0.146667
breast_cancer,madifft,3,0.140351,0.146667
breast_cancer,madifft,3,0.140351,0.156667
breast_cancer,madifft,3,0.157895,0.156667
breast_cancer,madifft,3,0.157895,0.18
breast_cancer,madifft,3,0.192982,0.18
breast_cancer,madifft,3,0.192982,0.203333
breast_cancer,madifft,3,0.210526,0.203333
breast_cancer,madifft,3,0.210526,0.206667
breast_cancer,madifft,3,0.22807,0.206667
breast_cancer,madifft,3,0.22807,0.223333
breast_cancer,madifft,3,0.245614,0.223333
breast_cancer,madifft,3,0.245614,0.23
breast_cancer,madifft,3,0.263158,0.23
breast_cancer,madifft,3,0.263158,0.233333
breast_cancer,madifft,3,0.298246,0.233333
breast_cancer,madifft,3,0.298246,0.246667
breast_cancer,madifft,3,0.315789,0.246667
breast_cancer,madifft,3,0.315789,0.266667
breast_cancer,madifft,3,0.333333,0.266667
breast_cancer,madifft,3,0.333333,0.293333
breast_cancer,madifft,3,0.350877,0.293333
breast_cancer,madifft,3,0.350877,0.313333
breast_cancer,madifft,3,0.368421,0.313333
breast_cancer,madifft,3,0.368421,0.32
breast_cancer,madifft,3,0.385965,0.32
breast_cancer,madifft,3,0.385965,0.333333
breast_cancer,madifft,3,0.403509,0.333333
breast_cancer,madifft,3,0.403509,0.343333
breast_cancer,madifft,3,0.421053,0.343333
breast_cancer,madifft,3,0.421053,0.346667
breast_cancer,madifft,3,0.438596,0.346667
breast_cancer,madifft,3,0.438596,0.363333
breast_cancer,madifft,3,0.45614,0.363333
breast_cancer,madifft,3,0.45614,0.416667
breast_cancer,madifft,3,0.473684,0.416667
breast_cancer,madifft,3,0.473684,0.433333
breast_cancer,madifft,3,0.491228,0.433333
breast_cancer,madifft,3,0.491228,0.45
